family,matrix,nv,ne,kind,ac_build_s,ac_solve_s,ac_tot_s,ac_its,ac_err,ac_fail,ac-s2m2_build_s,ac-s2m2_solve_s,ac-s2m2_tot_s,ac-s2m2_its,ac-s2m2_err,ac-s2m2_fail,cmg-v_build_s,cmg-v_solve_s,cmg-v_tot_s,cmg-v_its,cmg-v_err,cmg-v_fail,cmg-k_build_s,cmg-k_solve_s,cmg-k_tot_s,cmg-k_its,cmg-k_err,cmg-k_fail,cmg-k-elim_build_s,cmg-k-elim_solve_s,cmg-k-elim_tot_s,cmg-k-elim_its,cmg-k-elim_err,cmg-k-elim_fail
chimeraIPM,uni_chimera.n100000.i4.eps0.0001.2,100000,814436,lap,0.348808,0.144921,0.493729,21,6.97928e-09,0,0.891641,0.179705,1.07135,16,3.70456e-09,0,0.0791428,0.32694,0.406083,35,6.77523e-09,0,0.0779409,0.345309,0.42325,36,9.61156e-09,0,0.116407,0.19735,0.313757,23,8.63086e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps0.001.2,100000,814436,lap,0.347644,0.154918,0.502562,22,5.12431e-09,0,0.919659,0.168989,1.08865,16,4.46669e-09,0,0.0778348,0.31642,0.394255,35,8.33186e-09,0,0.0777922,0.355084,0.432876,37,8.66348e-09,0,0.117079,0.210944,0.328023,24,5.34152e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps0.01.2,100000,814436,lap,0.354604,0.150957,0.505561,22,4.94964e-09,0,0.890171,0.164324,1.0545,16,3.16575e-09,0,0.072068,0.323941,0.396009,35,8.25792e-09,0,0.0796702,0.348079,0.427749,37,8.86524e-09,0,0.124275,0.20363,0.327905,23,8.83607e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps0.1.2,100000,814436,lap,0.363617,0.144513,0.50813,21,9.06457e-09,0,0.876187,0.163747,1.03993,16,4.20521e-09,0,0.072886,0.325661,0.398547,36,7.99534e-09,0,0.0750389,0.357916,0.432955,38,9.15289e-09,0,0.134957,0.204045,0.339002,23,7.35463e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps0.0001.3,100000,814436,lap,0.347808,0.150674,0.498482,21,4.77273e-09,0,0.882905,0.176944,1.05985,16,9.52684e-09,0,0.079272,0.316879,0.396151,35,7.28478e-09,0,0.0754621,0.350183,0.425645,37,6.8455e-09,0,0.130362,0.207708,0.33807,23,7.44099e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps0.001.3,100000,814436,lap,0.369128,0.140854,0.509982,20,9.27971e-09,0,0.932131,0.154459,1.08659,15,9.4788e-09,0,0.0727341,0.325518,0.398252,35,6.85145e-09,0,0.084033,0.350094,0.434127,37,7.14293e-09,0,0.126289,0.205309,0.331598,24,5.42711e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps0.01.3,100000,814436,lap,0.34385,0.144593,0.488443,20,9.46846e-09,0,0.893717,0.151614,1.04533,15,6.82197e-09,0,0.0767109,0.324256,0.400967,35,7.6433e-09,0,0.08867,0.353201,0.441871,37,8.27508e-09,0,0.128933,0.206618,0.335551,23,7.02261e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps0.1.3,100000,814436,lap,0.360924,0.143432,0.504356,20,5.79187e-09,0,0.869619,0.161736,1.03135,16,3.45487e-09,0,0.07602,0.319646,0.395666,35,9.15245e-09,0,0.0809631,0.348574,0.429537,37,8.70015e-09,0,0.117119,0.201075,0.318194,23,8.58907e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps0.0001.4,100000,814436,lap,0.342846,0.146227,0.489073,21,8.47009e-09,0,0.902187,0.166083,1.06827,16,3.68509e-09,0,0.0744481,0.318046,0.392494,35,7.91362e-09,0,0.0810502,0.347876,0.428926,37,8.30627e-09,0,0.13735,0.202254,0.339604,23,8.00258e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps0.001.4,100000,814436,lap,0.364397,0.146628,0.511025,21,5.2748e-09,0,0.915343,0.167818,1.08316,16,4.43588e-09,0,0.072711,0.324046,0.396757,35,8.56401e-09,0,0.081666,0.34197,0.423636,37,9.53917e-09,0,0.132483,0.200536,0.333019,23,9.62406e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps0.01.4,100000,814436,lap,0.360717,0.146589,0.507306,21,5.46579e-09,0,0.906576,0.167844,1.07442,16,3.18003e-09,0,0.0785439,0.327973,0.406517,35,9.26839e-09,0,0.0838931,0.351977,0.43587,37,9.45875e-09,0,0.119623,0.198326,0.317949,23,9.59217e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps0.1.4,100000,814436,lap,0.34413,0.154703,0.498833,21,9.93348e-09,0,0.914592,0.154949,1.06954,16,5.17962e-09,0,0.078855,0.322724,0.401579,35,6.8993e-09,0,0.082135,0.356115,0.43825,37,7.37832e-09,0,0.118835,0.198659,0.317494,23,9.81144e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps0.0001.5,100000,814436,lap,0.355396,0.137877,0.493273,20,5.07654e-09,0,0.891861,0.161316,1.05318,16,3.44276e-09,0,0.0767281,0.31608,0.392808,35,9.4179e-09,0,0.0759649,0.355484,0.431449,38,6.95154e-09,0,0.116726,0.199838,0.316564,23,7.49561e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps0.001.5,100000,814436,lap,0.362931,0.153194,0.516125,22,6.67122e-09,0,0.900831,0.175909,1.07674,17,3.83968e-09,0,0.0751891,0.322978,0.398167,34,7.28864e-09,0,0.0826039,0.345487,0.428091,36,8.39505e-09,0,0.117983,0.20608,0.324063,24,4.88828e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps0.01.5,100000,814436,lap,0.362409,0.145661,0.50807,21,6.8372e-09,0,0.966398,0.176335,1.14273,16,5.20177e-09,0,0.077141,0.314728,0.391869,35,7.96817e-09,0,0.0762382,0.35451,0.430748,37,8.48789e-09,0,0.122693,0.20314,0.325833,24,5.07456e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps0.1.5,100000,814436,lap,0.347677,0.147293,0.49497,21,4.85642e-09,0,0.895341,0.17303,1.06837,16,4.34534e-09,0,0.077373,0.316791,0.394164,35,8.33172e-09,0,0.0785549,0.348458,0.427013,37,8.29264e-09,0,0.120287,0.213268,0.333555,23,6.80706e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps0.1.6,100000,814436,lap,0.340264,0.150072,0.490336,21,8.06198e-09,0,0.939069,0.169322,1.10839,16,5.78876e-09,0,0.0792542,0.315936,0.39519,34,7.31493e-09,0,0.0904272,0.341336,0.431763,36,8.19951e-09,0,0.126473,0.210783,0.337256,23,6.30566e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps1.0e-5.1,100000,814436,lap,0.362385,0.153664,0.516049,21,6.47071e-09,0,0.902754,0.1706,1.07335,16,4.03057e-09,0,0.0800121,0.320311,0.400323,34,9.24987e-09,0,0.075608,0.33756,0.413168,36,8.06804e-09,0,0.122562,0.202833,0.325395,23,9.52499e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps1.0e-5.2,100000,814436,lap,0.370493,0.144225,0.514718,20,9.39038e-09,0,0.928739,0.160788,1.08953,16,3.63206e-09,0,0.0776961,0.319523,0.397219,35,7.38148e-09,0,0.0787852,0.351434,0.430219,37,7.62601e-09,0,0.137354,0.201249,0.338603,23,8.66178e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps1.0e-5.3,100000,814436,lap,0.337082,0.143772,0.480854,21,5.54437e-09,0,0.919305,0.17395,1.09326,16,5.78332e-09,0,0.0743592,0.324729,0.399088,35,7.96105e-09,0,0.0789349,0.349884,0.428819,37,7.8302e-09,0,0.127025,0.205756,0.332781,23,8.62301e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps1.0e-5.4,100000,814436,lap,0.350563,0.149067,0.49963,21,9.25175e-09,0,0.909078,0.164351,1.07343,16,6.19456e-09,0,0.0728729,0.31844,0.391313,35,7.35484e-09,0,0.0834961,0.345193,0.428689,37,7.20794e-09,0,0.132428,0.205032,0.33746,23,6.12601e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps1.0e-5.5,100000,814436,lap,0.342626,0.154016,0.496642,21,8.2623e-09,0,0.875117,0.155161,1.03028,15,9.37135e-09,0,0.0816832,0.322011,0.403694,35,9.97622e-09,0,0.082408,0.365763,0.448171,38,7.12168e-09,0,0.125395,0.210955,0.33635,24,5.14419e-09,0
chimeraIPM,uni_chimera.n100000.i5.eps0.0001.1,100000,499982,lap,0.151587,0.08042,0.232007,17,3.91584e-09,0,0.465907,0.095259,0.561166,14,3.08445e-09,0,0.0902572,0.18651,0.276767,17,9.14394e-09,0,1.62306,0.226036,1.8491,18,5.22849e-09,0,0.140114,0.147598,0.287712,16,6.67921e-09,0
chimeraIPM,uni_chimera.n100000.i5.eps0.001.1,100000,499982,lap,0.163492,0.0855739,0.249066,17,6.98835e-09,0,0.478312,0.0858281,0.56414,13,9.79015e-09,0,0.087851,0.187868,0.275719,17,9.40049e-09,0,0.0894289,0.226819,0.316248,18,5.41543e-09,0,0.139469,0.159407,0.298876,16,7.31511e-09,0
chimeraIPM,uni_chimera.n100000.i5.eps0.01.1,100000,499982,lap,0.156695,0.088599,0.245294,18,4.31603e-09,0,0.509615,0.090621,0.600236,14,3.49011e-09,0,0.0908589,0.191825,0.282684,17,9.21628e-09,0,0.092464,0.235095,0.327559,18,5.19564e-09,0,0.137623,0.154407,0.29203,16,8.01552e-09,0
chimeraIPM,uni_chimera.n100000.i5.eps0.1.1,100000,499982,lap,0.159254,0.0859721,0.245226,18,3.7137e-09,0,0.478799,0.091356,0.570155,14,4.78978e-09,0,0.0750301,0.160731,0.235761,17,9.70779e-09,0,0.0778341,0.201402,0.279236,18,5.57122e-09,0,0.131714,0.159338,0.291052,16,5.42513e-09,0
chimeraIPM,uni_chimera.n100000.i5.eps0.0001.2,100000,499982,lap,0.165263,0.0934172,0.25868,18,3.96664e-09,0,0.488601,0.0889869,0.577588,14,3.6798e-09,0,0.0923731,0.180805,0.273178,17,8.96427e-09,0,0.102087,0.22724,0.329327,18,5.06329e-09,0,0.140699,0.15467,0.295369,16,7.13599e-09,0
chimeraIPM,uni_chimera.n100000.i5.eps0.001.2,100000,499982,lap,0.162434,0.0808198,0.243254,17,5.07841e-09,0,0.493225,0.0945971,0.587822,14,4.09715e-09,0,0.101059,0.178739,0.279798,17,8.56735e-09,0,0.098963,0.22832,0.327283,18,4.79983e-09,0,0.130052,0.161622,0.291674,16,5.9201e-09,0
chimeraIPM,uni_chimera.n100000.i5.eps0.01.2,100000,499982,lap,0.160044,0.0822031,0.242247,17,7.70243e-09,0,0.475623,0.0933931,0.569016,14,5.1508e-09,0,0.087117,0.182085,0.269202,17,9.1423e-09,0,0.0869429,0.232023,0.318966,18,5.19169e-09,0,0.14198,0.154433,0.296413,16,7.86889e-09,0
chimeraIPM,uni_chimera.n100000.i5.eps0.1.2,100000,499982,lap,0.157653,0.079072,0.236725,17,7.04507e-09,0,0.501191,0.096051,0.597242,14,4.56811e-09,0,0.101,0.190212,0.291212,17,9.96198e-09,0,0.103143,0.235685,0.338828,18,5.72012e-09,0,0.144318,0.158909,0.303227,16,5.76823e-09,0
chimeraIPM,uni_chimera.n100000.i5.eps0.0001.3,100000,499982,lap,0.15644,0.0842731,0.240713,17,4.70071e-09,0,0.49584,0.0981619,0.594002,14,3.29956e-09,0,0.0943561,0.187366,0.281722,17,8.79975e-09,0,0.0935409,0.231661,0.325202,18,5.00298e-09,0,0.130741,0.156308,0.287049,16,8.44447e-09,0
chimeraIPM,uni_chimera.n100000.i5.eps0.001.3,100000,499982,lap,0.15922,0.0806911,0.239911,17,4.15364e-09,0,0.509999,0.0966411,0.60664,14,4.04626e-09,0,0.091624,0.183051,0.274675,17,9.26983e-09,0,0.0922132,0.229331,0.321544,18,5.3359e-09,0,0.141757,0.156342,0.298099,16,8.04417e-09,0
chimeraIPM,uni_chimera.n100000.i5.eps0.01.3,100000,499982,lap,0.167672,0.0807691,0.248441,17,5.35365e-09,0,0.469536,0.092056,0.561592,14,7.23886e-09,0,0.0929899,0.177343,0.270333,17,8.82935e-09,0,0.097965,0.235042,0.333007,18,5.04812e-09,0,0.128719,0.151259,0.279978,16,6.38083e-09,0
chimeraIPM,uni_chimera.n100000.i5.eps0.1.3,100000,499982,lap,0.161457,0.0828829,0.24434,17,5.19809e-09,0,0.480537,0.090785,0.571322,14,4.37046e-09,0,0.0833158,0.174358,0.257674,17,9.35055e-09,0,0.101742,0.225383,0.327125,18,5.32488e-09,0,0.130418,0.159844,0.290262,16,7.81083e-09,0
chimeraIPM,uni_chimera.n100000.i5.eps0.0001.4,100000,499982,lap,0.161155,0.081615,0.24277,17,7.48506e-09,0,0.499982,0.0946879,0.59467,14,2.87942e-09,0,0.107408,0.179566,0.286974,17,8.78814e-09,0,0.103065,0.233625,0.33669,18,4.95507e-09,0,0.139865,0.160078,0.299943,16,7.64708e-09,0
chimeraIPM,uni_chimera.n100000.i5.eps0.001.4,100000,499982,lap,0.153811,0.080946,0.234757,17,6.65175e-09,0,0.485378,0.100312,0.58569,14,7.4036e-09,0,0.090127,0.19575,0.285877,17,9.06055e-09,0,0.109533,0.229601,0.339134,18,5.16331e-09,0,0.146159,0.162896,0.309055,17,3.11208e-09,0
chimeraIPM,uni_chimera.n100000.i5.eps0.01.4,100000,499982,lap,0.157503,0.0808289,0.238332,17,6.04651e-09,0,0.489929,0.0832789,0.573208,13,9.17295e-09,0,0.103472,0.179669,0.283141,17,8.88224e-09,0,0.0972831,0.225317,0.3226,18,5.04252e-09,0,0.140284,0.153348,0.293632,16,8.68116e-09,0
chimeraIPM,uni_chimera.n100000.i5.eps0.1.4,100000,499982,lap,0.162991,0.0803649,0.243356,17,4.07454e-09,0,0.490459,0.095082,0.585541,14,4.70312e-09,0,0.080864,0.1652,0.246064,17,8.80043e-09,0,0.0938098,0.217756,0.311566,18,4.96765e-09,0,0.138846,0.152244,0.29109,16,6.51431e-09,0
chimeraIPM,uni_chimera.n100000.i5.eps0.0001.5,100000,499982,lap,0.16281,0.074882,0.237692,16,7.44105e-09,0,0.490508,0.0986931,0.589201,14,4.7731e-09,0,0.091305,0.176806,0.268111,17,8.89561e-09,0,0.100947,0.224339,0.325286,18,5.03771e-09,0,0.127483,0.148839,0.276322,16,7.31664e-09,0
chimeraIPM,uni_chimera.n100000.i5.eps0.001.5,100000,499982,lap,0.165656,0.0799091,0.245565,17,3.90509e-09,0,0.484617,0.089361,0.573978,13,4.9973e-09,0,0.0890391,0.17764,0.266679,17,8.94779e-09,0,0.10065,0.229599,0.330249,18,5.05291e-09,0,0.130874,0.147969,0.278843,16,6.32163e-09,0
chimeraIPM,uni_chimera.n100000.i5.eps0.01.5,100000,499982,lap,0.158625,0.082886,0.241511,17,6.63643e-09,0,0.481809,0.0833929,0.565202,13,7.12033e-09,0,0.092108,0.191428,0.283536,17,9.00898e-09,0,0.0933042,0.22919,0.322494,18,5.15692e-09,0,0.144475,0.154119,0.298594,16,6.77531e-09,0
chimeraIPM,uni_chimera.n100000.i5.eps0.1.5,100000,499982,lap,0.15578,0.075691,0.231471,16,9.98631e-09,0,0.497122,0.0889459,0.586068,14,3.65737e-09,0,0.0814209,0.173533,0.254954,17,8.29651e-09,0,0.0959771,0.217649,0.313626,18,4.65166e-09,0,0.141786,0.1587,0.300486,16,7.67678e-09,0
chimeraIPM,uni_chimera.n100000.i5.eps1.0e-5.1,100000,499982,lap,0.160578,0.0829492,0.243527,17,8.09884e-09,0,0.498794,0.0911691,0.589963,14,4.18902e-09,0,0.0948341,0.18325,0.278084,17,8.84648e-09,0,0.0969522,0.233378,0.33033,18,4.98025e-09,0,0.140626,0.150383,0.291009,16,6.14778e-09,0
chimeraIPM,uni_chimera.n100000.i5.eps1.0e-5.2,100000,499982,lap,0.158223,0.0867469,0.24497,18,3.92891e-09,0,0.514552,0.0916381,0.60619,14,5.27453e-09,0,0.0888882,0.177692,0.26658,17,8.68768e-09,0,0.0872481,0.220845,0.308093,18,4.969e-09,0,0.137791,0.155223,0.293014,16,8.1856e-09,0
chimeraIPM,uni_chimera.n100000.i5.eps1.0e-5.3,100000,499982,lap,0.155698,0.0810251,0.236723,17,9.57832e-09,0,0.484131,0.0952699,0.579401,14,4.44641e-09,0,0.0936511,0.175731,0.269382,17,8.49487e-09,0,0.0921659,0.224498,0.316664,18,4.77128e-09,0,0.139373,0.149675,0.289048,16,6.36565e-09,0
spielmanIPM,spielman.k100.low0.25.up1.0e-6.i1,338402,1025404,lap,0.103213,0.046344,0.149557,7,2.0036e-09,0,0.145907,0.0503068,0.196214,6,4.94797e-10,0,0.0798109,0.803765,0.883576,39,7.65327e-09,0,0.114274,0.412223,0.526497,34,6.91523e-09,0,0.114658,0.00595999,0.120618,1,2.52602e-15,0
spielmanIPM,spielman.k100.low0.25.up1.0e-6.i2,338402,1025404,lap,0.0736611,0.0325451,0.106206,5,8.77922e-09,0,0.142623,0.026335,0.168958,4,1.98338e-10,0,0.097693,0.811379,0.909072,39,9.31631e-09,0,0.0932641,0.456703,0.549967,34,8.44163e-09,0,0.1068,0.00571704,0.112517,1,2.89236e-15,0
spielmanIPM,spielman.k100.low0.25.up1.0e-6.i3,338402,1025404,lap,0.082242,0.0328648,0.115107,5,3.32927e-11,0,0.15942,0.0288541,0.188274,4,4.52668e-09,0,0.082372,0.730661,0.813033,39,6.18964e-09,0,0.0933599,0.414626,0.507986,35,6.40983e-09,0,0.113792,0.00581193,0.119604,1,1.42962e-15,0
spielmanIPM,spielman.k100.low0.25.up1.0e-6.i4,338402,1025404,lap,0.0733361,0.032445,0.105781,5,6.46965e-11,0,0.141278,0.0261371,0.167415,4,3.65625e-11,0,0.081851,0.736219,0.81807,39,8.49166e-09,0,0.0943332,0.424182,0.518515,36,7.7923e-09,0,0.096972,0.00566196,0.102634,1,2.27304e-15,0
spielmanIPM,spielman.k100.low0.25.up1.0e-6.i5,338402,1025404,lap,0.08306,0.0346191,0.117679,5,1.45744e-10,0,0.145913,0.026309,0.172222,4,7.56662e-11,0,0.099648,0.771599,0.871247,39,6.82461e-09,0,0.103602,0.436038,0.53964,35,7.91948e-09,0,0.103213,0.00568485,0.108898,1,2.23702e-15,0
spielmanIPM,spielman.k100.low0.25.up1.0e-6.i6,338402,1025404,lap,0.0776041,0.0264349,0.104039,4,4.22668e-09,0,0.140966,0.026309,0.167275,4,8.4879e-09,0,0.0819719,0.739366,0.821338,39,6.8809e-09,0,0.0933161,0.408877,0.502193,34,8.80071e-09,0,0.0977101,0.0056591,0.103369,1,4.16222e-15,0
spielmanIPM,spielman.k100.low0.25.up1.0e-6.i7,338402,1025404,lap,0.0797639,0.0336139,0.113378,5,9.79118e-11,0,0.151581,0.0289199,0.180501,4,7.65165e-09,0,0.0851421,0.786711,0.871853,39,6.01836e-09,0,0.09513,0.445778,0.540908,33,9.40795e-09,0,0.102937,0.00564599,0.108583,1,1.05537e-15,0
spielmanIPM,spielman.k100.low0.25.up1.0e-6.i8,338402,1025404,lap,0.0812821,0.0264521,0.107734,4,3.32431e-09,0,0.141886,0.0263782,0.168264,4,8.14039e-10,0,0.0829699,0.744574,0.827544,39,8.61139e-09,0,0.09358,0.470297,0.563877,35,8.69664e-09,0,0.097554,0.00570703,0.103261,1,3.32697e-15,0
spielmanIPM,spielman.k100.low0.25.up1.0e-6.i9,338402,1025404,lap,0.07656,0.026386,0.102946,4,8.37424e-09,0,0.141597,0.0267241,0.168321,4,1.76169e-10,0,0.0828409,0.738188,0.821029,39,7.26792e-09,0,0.093998,0.419809,0.513807,35,9.10305e-09,0,0.0974581,0.00566506,0.103123,1,1.31149e-15,0
spielmanIPM,spielman.k100.low0.25.up1.0e-6.i10,338402,1025404,lap,0.0757639,0.0326071,0.108371,5,9.95843e-12,0,0.140683,0.0263059,0.166989,4,1.90544e-10,0,0.0838411,0.798345,0.882186,39,4.61645e-09,0,0.0938032,0.42137,0.515173,34,7.74682e-09,0,0.100254,0.00570202,0.105956,1,1.02442e-14,0
spielmanIPM,spielman.k200.low0.25.up1.0e-6.i1,2686802,8100804,lap,0.926569,0.445699,1.37227,7,9.87015e-09,0,1.33959,0.488162,1.82775,7,1.2005e-09,0,0.962568,7.65774,8.62031,42,8.13865e-09,0,1.03322,4.89002,5.92324,34,8.85992e-09,0,0.886352,0.0437891,0.930141,1,1.03566e-14,0
spielmanIPM,spielman.k200.low0.25.up1.0e-6.i2,2686802,8100804,lap,0.761808,0.355206,1.11701,6,7.80913e-10,0,1.34163,0.354012,1.69565,5,4.73165e-10,0,0.837064,7.05015,7.88722,43,7.90441e-09,0,0.907683,4.62888,5.53656,35,8.36553e-09,0,0.953576,0.0439191,0.997495,1,5.15842e-15,0
spielmanIPM,spielman.k200.low0.25.up1.0e-6.i3,2686802,8100804,lap,0.851792,0.33606,1.18785,5,2.31827e-10,0,1.42866,0.331034,1.75969,5,8.63638e-12,0,0.879299,7.02229,7.90159,42,9.61939e-09,0,0.956229,4.39646,5.35269,35,8.912e-09,0,0.944243,0.0435441,0.987787,1,7.11341e-15,0
spielmanIPM,spielman.k200.low0.25.up1.0e-6.i4,2686802,8100804,lap,0.769723,0.296424,1.06615,5,3.70546e-11,0,1.35045,0.241501,1.59195,4,9.21407e-09,0,0.922899,7.80225,8.72515,43,7.52716e-09,0,0.894945,4.36105,5.256,36,5.96351e-09,0,1.01046,0.045167,1.05563,1,4.37444e-15,0
spielmanIPM,spielman.k200.low0.25.up1.0e-6.i5,2686802,8100804,lap,0.863505,0.257496,1.121,4,5.44259e-09,0,1.42881,0.356979,1.78579,5,9.32175e-12,0,0.949486,8.00811,8.95759,43,8.32007e-09,0,1.02538,4.98549,6.01087,36,8.99916e-09,0,1.07914,0.0447199,1.12386,1,5.31458e-15,0
spielmanIPM,spielman.k200.low0.25.up1.0e-6.i6,2686802,8100804,lap,0.760401,0.243281,1.00368,4,4.28584e-09,0,1.63276,0.243081,1.87584,4,5.70647e-10,0,0.864892,7.13983,8.00472,44,8.71941e-09,0,0.913166,3.95036,4.86352,35,9.27686e-09,0,0.99108,0.044853,1.03593,1,6.87441e-15,0
spielmanIPM,spielman.k200.low0.25.up1.0e-6.i7,2686802,8100804,lap,0.867954,0.248772,1.11673,4,2.84817e-09,0,1.41624,0.2483,1.66454,4,8.60127e-10,0,0.83946,6.88375,7.72321,42,9.73596e-09,0,0.907486,4.11648,5.02397,35,8.59328e-09,0,0.967979,0.0432279,1.01121,1,2.11507e-15,0
spielmanIPM,spielman.k200.low0.25.up1.0e-6.i8,2686802,8100804,lap,0.773145,0.255832,1.02898,4,6.71913e-09,0,1.35794,0.264282,1.62222,4,3.08517e-10,0,0.921997,7.84073,8.76273,43,9.59236e-09,0,0.954613,4.6558,5.61041,35,9.04506e-09,0,0.996524,0.045419,1.04194,1,3.56632e-15,0
spielmanIPM,spielman.k200.low0.25.up1.0e-6.i9,2686802,8100804,lap,0.845327,0.25691,1.10224,4,3.79437e-09,0,1.47689,0.318132,1.79502,5,1.96575e-10,0,0.906436,7.57311,8.47955,42,8.62584e-09,0,0.983672,4.69748,5.68115,36,9.90702e-09,0,1.22169,0.043195,1.26489,1,5.2411e-14,0
spielmanIPM,spielman.k200.low0.25.up1.0e-6.i10,2686802,8100804,lap,0.851003,0.241764,1.09277,4,3.80555e-09,0,1.67298,0.253156,1.92614,4,3.30257e-09,0,0.868254,6.52253,7.39078,41,9.81714e-09,0,0.906023,3.96795,4.87397,34,9.91003e-09,0,0.984408,0.043977,1.02838,1,2.57821e-15,0
spielmanIPM,spielman.k300.low0.25.up1.0e-6.i1,9045202,27226204,lap,3.10586,1.83279,4.93865,8,7.16086e-10,0,5.39368,1.78404,7.17772,7,1.87557e-09,0,3.02038,31.3989,34.4193,44,7.34727e-09,0,3.19256,20.6313,23.8238,37,9.64112e-09,0,3.8767,0.156403,4.0331,1,2.31686e-14,0
spielmanIPM,spielman.k300.low0.25.up1.0e-6.i2,9045202,27226204,lap,3.60007,1.80326,5.40333,7,5.53022e-10,0,5.85641,1.52342,7.37982,6,2.42815e-09,0,2.87518,29.3696,32.2448,44,9.1492e-09,0,2.94412,16.4259,19.3701,35,9.08144e-09,0,4.52994,0.153245,4.68319,1,9.25492e-15,0
spielmanIPM,spielman.k300.low0.25.up1.0e-6.i3,9045202,27226204,lap,2.87604,1.18871,4.06476,5,3.58113e-10,0,5.30607,1.16832,6.47439,5,1.4374e-11,0,2.8905,31.3869,34.2774,44,9.95316e-09,0,3.04529,17.3815,20.4268,37,5.70289e-09,0,4.54158,0.1536,4.69518,1,7.20546e-15,0
spielmanIPM,spielman.k300.low0.25.up1.0e-6.i4,9045202,27226204,lap,3.44727,1.22676,4.67403,5,3.5094e-11,0,5.2059,1.08974,6.29564,5,2.54851e-12,0,2.95181,29.5077,32.4595,44,8.50975e-09,0,3.37923,17.8745,21.2538,35,9.9395e-09,0,4.20166,0.151646,4.35331,1,6.47603e-15,0
spielmanIPM,spielman.k300.low0.25.up1.0e-6.i5,9045202,27226204,lap,3.1417,1.16535,4.30705,5,1.08279e-10,0,5.09931,1.07443,6.17374,5,3.39543e-11,0,2.89397,27.0951,29.9891,45,8.17857e-09,0,3.01837,15.9693,18.9877,38,6.42138e-09,0,4.04883,0.153349,4.20218,1,6.43104e-15,0
spielmanIPM,spielman.k300.low0.25.up1.0e-6.i6,9045202,27226204,lap,3.11154,0.984549,4.09609,4,1.54848e-09,0,5.70338,0.986901,6.69028,4,3.83211e-09,0,3.18036,32.9656,36.1459,46,8.49583e-09,0,3.20425,18.4651,21.6694,36,8.96949e-09,0,4.67548,0.154875,4.83036,1,5.44252e-15,0
spielmanIPM,spielman.k300.low0.25.up1.0e-6.i7,9045202,27226204,lap,3.60588,1.36533,4.97122,5,8.46665e-11,0,5.62913,1.15194,6.78107,4,1.23389e-10,0,3.20229,33.4492,36.6515,44,9.04652e-09,0,3.30925,18.2023,21.5116,36,6.86194e-09,0,3.90691,0.155283,4.0622,1,5.11738e-15,0
spielmanIPM,spielman.k300.low0.25.up1.0e-6.i8,9045202,27226204,lap,3.09017,1.06586,4.15602,5,6.64799e-11,0,5.27322,0.848965,6.12219,4,2.44782e-10,0,2.84924,29.3909,32.2402,43,7.93639e-09,0,2.95526,13.9638,16.9191,35,9.04533e-09,0,4.07325,0.151643,4.22489,1,3.54636e-15,0
spielmanIPM,spielman.k300.low0.25.up1.0e-6.i9,9045202,27226204,lap,3.08661,0.863561,3.95017,4,1.01981e-09,0,5.38834,0.851493,6.23983,4,4.68207e-09,0,2.82282,30.7349,33.5578,45,8.75487e-09,0,2.95463,15.1785,18.1331,37,7.02807e-09,0,4.06946,0.151564,4.22102,1,5.39834e-15,0
spielmanIPM,spielman.k300.low0.25.up1.0e-6.i10,9045202,27226204,lap,3.00389,1.1411,4.14499,5,1.34509e-11,0,5.27522,0.849747,6.12497,4,2.81362e-10,0,2.85415,28.1275,30.9816,45,6.17629e-09,0,2.97234,14.7297,17.702,36,8.93807e-09,0,4.16092,0.150943,4.31186,1,5.25129e-15,0
spielmanIPM,spielman.k400.low0.25.up1.0e-6.i1,21413602,64401604,lap,7.35934,3.82767,11.187,7,9.78354e-09,0,12.3925,3.47894,15.8715,7,2.51432e-09,0,6.75526,81.1866,87.9419,50,9.93415e-09,0,6.84153,66.4662,73.3078,51,8.24521e-09,0,9.77502,0.358642,10.1337,1,2.0125e-14,0
spielmanIPM,spielman.k400.low0.25.up1.0e-6.i2,21413602,64401604,lap,7.1641,3.80957,10.9737,7,3.55878e-09,0,12.9073,3.84248,16.7497,7,6.09039e-10,0,6.82386,80.8505,87.6743,44,9.97908e-09,0,6.80488,38.2033,45.0081,35,8.93471e-09,0,9.61409,0.357362,9.97145,1,1.94588e-14,0
